user_id,timestamp,page,product_id,session_id,source
user_175,2023-06-29 13:05:00,add_to_cart,prod_19,sess_6295,email
user_39,2023-06-29 17:38:00,homepage,prod_15,sess_8245,email
user_71,2023-06-04 09:02:00,homepage,prod_19,sess_9312,email
user_119,2023-06-14 01:33:00,homepage,prod_15,sess_7041,organic
user_166,2023-06-18 11:57:00,add_to_cart,prod_3,sess_9307,social
user_149,2023-06-21 11:13:00,confirmation,prod_18,sess_1672,paid_search
user_83,2023-06-03 19:34:00,product_view,prod_20,sess_3471,social
user_27,2023-06-23 23:06:00,confirmation,prod_11,sess_2381,paid_search
user_11,2023-06-24 20:25:00,add_to_cart,prod_8,sess_8199,paid_search
user_94,2023-06-19 14:29:00,checkout,prod_12,sess_7347,email
user_174,2023-06-03 23:59:00,homepage,prod_20,sess_6482,email
user_25,2023-06-12 11:14:00,add_to_cart,prod_18,sess_5655,paid_search
user_86,2023-06-16 22:05:00,product_view,prod_3,sess_3317,email
user_168,2023-06-15 02:08:00,homepage,prod_13,sess_2388,social
user_165,2023-06-05 06:04:00,checkout,prod_11,sess_9624,social
user_131,2023-06-09 04:53:00,homepage,prod_12,sess_6060,paid_search
user_88,2023-06-08 01:14:00,homepage,prod_16,sess_3253,organic
user_76,2023-06-24 23:06:00,product_view,prod_4,sess_9843,organic
user_170,2023-06-28 04:21:00,checkout,prod_11,sess_3147,social
user_40,2023-06-20 22:03:00,homepage,prod_6,sess_3712,organic
user_106,2023-06-21 05:11:00,add_to_cart,prod_12,sess_4891,email
user_193,2023-06-15 02:01:00,homepage,prod_15,sess_4918,social
user_50,2023-06-22 00:16:00,add_to_cart,prod_12,sess_8218,email
user_200,2023-06-08 09:00:00,product_view,prod_13,sess_7859,paid_search
user_155,2023-06-30 04:20:00,checkout,prod_5,sess_1854,social
user_96,2023-06-06 16:10:00,checkout,prod_18,sess_9452,email
user_22,2023-06-07 16:56:00,product_view,prod_6,sess_9410,social
user_24,2023-06-02 05:07:00,checkout,prod_8,sess_6727,social
user_14,2023-06-18 13:47:00,product_view,prod_13,sess_4862,organic
user_96,2023-06-30 13:55:00,homepage,prod_8,sess_2623,email
user_38,2023-06-07 07:35:00,homepage,prod_5,sess_8740,social
user_115,2023-06-01 20:45:00,homepage,prod_20,sess_2298,email
user_56,2023-06-20 06:18:00,product_view,prod_5,sess_9647,organic
user_199,2023-06-03 04:09:00,homepage,prod_10,sess_2996,paid_search
user_108,2023-06-23 17:56:00,product_view,prod_20,sess_2816,organic
user_162,2023-06-14 06:08:00,product_view,prod_17,sess_3352,social
user_1,2023-06-09 12:35:00,product_view,prod_20,sess_7825,organic
user_135,2023-06-25 18:16:00,homepage,prod_12,sess_9618,organic
user_100,2023-06-17 23:44:00,homepage,prod_16,sess_7338,email
user_192,2023-06-16 16:36:00,product_view,prod_1,sess_2106,paid_search
user_188,2023-06-07 01:43:00,add_to_cart,prod_4,sess_6447,organic
user_91,2023-06-22 03:29:00,product_view,prod_18,sess_3868,social
user_162,2023-06-21 19:54:00,checkout,prod_6,sess_2033,organic
user_76,2023-06-02 21:46:00,homepage,prod_7,sess_4268,email
user_80,2023-06-22 13:04:00,product_view,prod_17,sess_9897,email
user_10,2023-06-30 20:14:00,product_view,prod_7,sess_1783,email
user_70,2023-06-19 04:55:00,add_to_cart,prod_4,sess_8159,social
user_99,2023-06-23 15:25:00,confirmation,prod_11,sess_9129,email
user_133,2023-06-04 14:12:00,checkout,prod_9,sess_7955,social
user_155,2023-06-05 16:03:00,product_view,prod_6,sess_6262,organic
user_84,2023-06-08 14:01:00,product_view,prod_10,sess_7981,social
user_90,2023-06-28 23:34:00,homepage,prod_15,sess_6776,social
user_71,2023-06-17 12:49:00,homepage,prod_2,sess_7655,paid_search
user_8,2023-06-02 14:00:00,checkout,prod_5,sess_8179,paid_search
user_18,2023-06-17 11:33:00,add_to_cart,prod_8,sess_7001,social
user_146,2023-06-17 21:11:00,add_to_cart,prod_2,sess_8371,email
user_114,2023-06-17 16:48:00,product_view,prod_3,sess_9674,social
user_81,2023-06-02 04:18:00,homepage,prod_9,sess_2858,paid_search
user_128,2023-06-12 21:55:00,product_view,prod_17,sess_2929,email
user_181,2023-06-23 08:31:00,homepage,prod_15,sess_5678,paid_search
user_32,2023-06-08 20:35:00,checkout,prod_5,sess_8406,social
user_23,2023-06-26 00:44:00,add_to_cart,prod_11,sess_2063,email
user_77,2023-06-17 10:50:00,add_to_cart,prod_6,sess_3852,paid_search
user_32,2023-06-23 11:36:00,add_to_cart,prod_7,sess_4878,organic
user_93,2023-06-26 02:32:00,product_view,prod_18,sess_8657,paid_search
user_157,2023-06-22 18:49:00,homepage,prod_3,sess_7523,social
user_197,2023-06-06 16:53:00,checkout,prod_14,sess_2208,email
user_165,2023-06-16 16:18:00,product_view,prod_3,sess_9476,paid_search
user_200,2023-06-06 20:56:00,add_to_cart,prod_18,sess_3981,social
user_129,2023-06-07 23:08:00,checkout,prod_2,sess_9488,email
user_43,2023-06-16 17:56:00,product_view,prod_6,sess_4694,email
user_21,2023-06-06 16:43:00,homepage,prod_9,sess_5496,email
user_158,2023-06-27 22:24:00,homepage,prod_18,sess_3762,paid_search
user_44,2023-06-26 15:37:00,add_to_cart,prod_20,sess_6531,organic
user_8,2023-06-30 15:12:00,homepage,prod_3,sess_5336,paid_search
user_197,2023-06-23 15:59:00,product_view,prod_19,sess_1496,email
user_165,2023-06-14 12:52:00,product_view,prod_10,sess_7653,social
user_19,2023-06-23 00:55:00,homepage,prod_2,sess_7809,social
user_53,2023-06-15 12:46:00,add_to_cart,prod_11,sess_6121,email
user_103,2023-06-26 13:28:00,add_to_cart,prod_5,sess_9437,organic
user_82,2023-06-21 11:04:00,product_view,prod_8,sess_5382,paid_search
user_37,2023-06-29 00:09:00,homepage,prod_4,sess_7293,social
user_64,2023-06-09 15:20:00,checkout,prod_6,sess_6123,paid_search
user_128,2023-06-23 15:15:00,product_view,prod_17,sess_6055,organic
user_24,2023-06-10 18:59:00,product_view,prod_13,sess_4944,email
user_13,2023-06-14 00:06:00,product_view,prod_2,sess_8710,organic
user_28,2023-06-17 15:31:00,homepage,prod_14,sess_5333,social
user_94,2023-06-17 11:58:00,product_view,prod_2,sess_4189,email
user_19,2023-06-29 08:44:00,product_view,prod_13,sess_5582,organic
user_33,2023-06-26 09:18:00,product_view,prod_4,sess_6555,email
user_194,2023-06-19 06:25:00,homepage,prod_5,sess_9341,organic
user_12,2023-06-22 13:27:00,homepage,prod_2,sess_6456,social
user_39,2023-06-15 22:13:00,checkout,prod_20,sess_3290,email
user_42,2023-06-28 00:30:00,confirmation,prod_13,sess_5902,email
user_130,2023-06-22 14:42:00,product_view,prod_17,sess_5911,organic
user_95,2023-06-27 13:33:00,add_to_cart,prod_11,sess_7824,email
user_186,2023-06-30 20:04:00,product_view,prod_1,sess_5350,paid_search
user_185,2023-06-24 20:36:00,product_view,prod_2,sess_3793,social
user_38,2023-06-09 16:23:00,homepage,prod_8,sess_2800,organic
user_113,2023-06-10 06:42:00,product_view,prod_11,sess_7765,social
user_129,2023-06-07 06:49:00,checkout,prod_20,sess_2020,paid_search
user_144,2023-06-24 21:57:00,confirmation,prod_11,sess_8837,social
user_81,2023-06-16 13:54:00,product_view,prod_6,sess_9734,email
user_174,2023-06-12 05:15:00,add_to_cart,prod_9,sess_4150,email
user_143,2023-06-14 03:40:00,homepage,prod_10,sess_5876,paid_search
user_177,2023-06-26 12:12:00,product_view,prod_16,sess_6714,email
user_74,2023-06-18 06:43:00,product_view,prod_4,sess_9899,social
user_89,2023-06-04 14:19:00,product_view,prod_5,sess_5712,email
user_114,2023-06-10 04:42:00,add_to_cart,prod_9,sess_4505,email
user_144,2023-06-12 00:49:00,homepage,prod_9,sess_4920,organic
user_172,2023-06-03 09:20:00,homepage,prod_17,sess_4814,organic
user_106,2023-06-07 06:09:00,add_to_cart,prod_11,sess_2647,organic
user_141,2023-06-22 17:30:00,product_view,prod_6,sess_8793,paid_search
user_194,2023-06-05 01:42:00,product_view,prod_10,sess_1969,paid_search
user_137,2023-06-20 00:26:00,checkout,prod_2,sess_3868,paid_search
user_10,2023-06-14 04:10:00,add_to_cart,prod_13,sess_4052,organic
user_3,2023-06-16 05:57:00,product_view,prod_10,sess_2758,email
user_117,2023-06-23 22:44:00,product_view,prod_18,sess_3198,social
user_70,2023-06-08 09:29:00,checkout,prod_7,sess_6417,social
user_166,2023-06-16 08:12:00,add_to_cart,prod_9,sess_1230,email
user_146,2023-06-20 11:09:00,homepage,prod_7,sess_7643,email
user_23,2023-06-07 09:35:00,add_to_cart,prod_13,sess_4027,social
user_83,2023-06-11 17:15:00,homepage,prod_8,sess_7284,social
user_193,2023-06-27 12:12:00,confirmation,prod_9,sess_5947,organic
user_67,2023-06-06 09:07:00,add_to_cart,prod_12,sess_2017,social
user_79,2023-06-15 03:40:00,product_view,prod_6,sess_9233,organic
user_164,2023-06-10 23:20:00,product_view,prod_10,sess_4618,paid_search
user_123,2023-06-19 22:12:00,product_view,prod_5,sess_7121,social
user_194,2023-06-12 06:17:00,checkout,prod_18,sess_4578,organic
user_135,2023-06-04 13:18:00,product_view,prod_15,sess_6927,organic
user_16,2023-06-27 01:32:00,checkout,prod_18,sess_4312,paid_search
user_43,2023-06-06 06:57:00,checkout,prod_11,sess_8239,paid_search
user_184,2023-06-21 06:35:00,product_view,prod_19,sess_9361,organic
user_117,2023-06-26 15:56:00,product_view,prod_5,sess_8484,organic
user_144,2023-06-01 23:46:00,add_to_cart,prod_15,sess_6049,social
user_66,2023-06-03 01:28:00,add_to_cart,prod_1,sess_2196,social
user_89,2023-06-04 03:23:00,product_view,prod_3,sess_1987,social
user_9,2023-06-30 04:42:00,product_view,prod_10,sess_3218,social
user_96,2023-06-18 02:18:00,product_view,prod_13,sess_7184,organic
user_175,2023-06-06 09:34:00,homepage,prod_18,sess_6697,paid_search
user_138,2023-06-01 03:47:00,product_view,prod_13,sess_4648,organic
user_77,2023-06-20 07:15:00,add_to_cart,prod_15,sess_9920,social
user_59,2023-06-13 13:04:00,product_view,prod_8,sess_3541,paid_search
user_186,2023-06-28 23:39:00,homepage,prod_4,sess_7868,organic
user_62,2023-06-21 07:37:00,homepage,prod_7,sess_1550,organic
user_63,2023-06-25 13:33:00,product_view,prod_2,sess_4839,paid_search
user_194,2023-06-11 15:46:00,homepage,prod_2,sess_5739,email
user_148,2023-06-11 18:45:00,add_to_cart,prod_20,sess_6253,email
user_37,2023-06-13 12:32:00,homepage,prod_17,sess_5923,organic
user_143,2023-06-29 11:45:00,checkout,prod_19,sess_3869,social
user_143,2023-06-30 06:40:00,homepage,prod_16,sess_6642,social
